0.00000000 0.87450980 0.24705882 -0.01176471
1.00000000 0.14509804 0.60000000 0.28627451
2.00000000 0.60000000 1.00000000 -0.16862745
3.00000000 -0.99215686 -1.00000000 0.76470588
4.00000000 -1.00000000 -0.96078431 -0.80392157
0.00000000 0.84313725 0.45882353 0.40392157
1.00000000 -0.53725490 -0.06666667 -0.46666667
2.00000000 0.38039216 0.86666667 -0.39607843
3.00000000 -0.99215686 -1.00000000 0.76470588
4.00000000 -1.00000000 -0.96078431 -0.86666667
0.00000000 -0.35686275 -0.53725490 0.17647059
1.00000000 0.30196078 0.79607843 0.44313725
2.00000000 0.31764706 0.70196078 -0.49019608
3.00000000 -1.00000000 -1.00000000 0.74901961
4.00000000 -1.00000000 -0.95294118 -0.88235294
0.00000000 0.36470588 -0.22352941 0.08235294
1.00000000 0.01176471 0.54509804 0.14509804
2.00000000 0.31764706 0.61568627 -0.47450980
3.00000000 -1.00000000 -1.00000000 0.74901961
4.00000000 -1.00000000 -0.96078431 -0.81176471
0.00000000 -0.08235294 -0.27843137 0.16862745
1.00000000 0.12941176 0.70196078 0.14509804
2.00000000 0.19215686 0.43529412 -0.49803922
3.00000000 -1.00000000 -1.00000000 0.74117647
4.00000000 -1.00000000 -0.97647059 -0.66274510
0.00000000 -0.08235294 -0.27843137 0.16862745
1.00000000 0.05882353 0.66274510 0.09803922
2.00000000 -1.00000000 -0.75686275 -1.00000000
3.00000000 -1.00000000 -1.00000000 0.74117647
4.00000000 -1.00000000 -0.99215686 -0.52941176
0.00000000 0.51372549 0.32549020 0.60784314
1.00000000 -0.24705882 0.37254902 -0.05882353
2.00000000 0.52156863 0.97647059 -0.45098039
3.00000000 -1.00000000 -1.00000000 0.72549020
4.00000000 -1.00000000 -1.00000000 -0.41176471
0.00000000 0.12156863 -0.40392157 -0.08235294
1.00000000 -0.01960784 0.50588235 0.23137255
2.00000000 0.30196078 0.81960784 -0.73333333
3.00000000 -0.98431373 -1.00000000 0.82745098
4.00000000 -1.00000000 -1.00000000 -0.36470588
0.00000000 0.52156863 -0.10588235 0.63921569
1.00000000 0.02745098 0.36470588 0.23137255
2.00000000 0.35686275 0.85882353 -0.56862745
3.00000000 -0.98431373 -1.00000000 0.82745098
4.00000000 -0.93725490 -0.99215686 -1.00000000
0.00000000 0.24705882 -0.41176471 -0.23137255
1.00000000 0.22352941 0.39607843 0.30196078
2.00000000 0.39607843 0.85882353 -0.34901961
3.00000000 -0.98431373 -1.00000000 0.82745098
4.00000000 -0.99215686 -0.98431373 -1.00000000
0.00000000 0.31764706 0.27843137 0.43529412
1.00000000 -0.01960784 0.00392157 -0.14509804
2.00000000 0.35686275 0.77254902 -0.13725490
3.00000000 -0.98431373 -1.00000000 0.82745098
4.00000000 -1.00000000 -0.96078431 -1.00000000
0.00000000 0.75686275 0.12156863 0.74117647
1.00000000 0.70196078 0.78039216 0.56862745
2.00000000 -1.00000000 -0.80392157 -1.00000000
3.00000000 -0.98431373 -1.00000000 0.81176471
4.00000000 -1.00000000 -0.94509804 -0.93725490
0.00000000 -0.08235294 -0.33333333 -0.04313725
1.00000000 0.26274510 0.60784314 0.34901961
2.00000000 0.09803922 0.03529412 -0.60000000
3.00000000 -0.98431373 -1.00000000 0.81176471
4.00000000 -1.00000000 -0.94509804 -0.87450980
0.00000000 0.28627451 -0.27843137 -0.19215686
1.00000000 -0.35686275 0.18431373 -0.05882353
2.00000000 0.65490196 0.49019608 -0.12941176
3.00000000 -0.99215686 -1.00000000 0.78823529
4.00000000 -0.97647059 -0.91372549 -0.76470588
0.00000000 0.02745098 -0.38039216 0.18431373
1.00000000 -0.64705882 0.05098039 -0.12156863
2.00000000 -0.39607843 -0.49019608 -1.00000000
3.00000000 -0.99215686 -1.00000000 0.78823529
4.00000000 -0.91372549 -0.86666667 -0.66274510
0.00000000 0.38039216 0.07450980 0.31764706
1.00000000 -0.31764706 0.79607843 0.60784314
2.00000000 -0.34901961 -0.38039216 -1.00000000
3.00000000 -0.99215686 -1.00000000 0.78823529
4.00000000 -0.89803922 -0.87450980 -0.61568627
0.00000000 0.33333333 0.07450980 0.41176471
1.00000000 -0.56078431 0.42745098 0.25490196
2.00000000 0.19215686 -0.11372549 -1.00000000
3.00000000 -0.99215686 -1.00000000 0.78823529
4.00000000 -0.91372549 -0.92941176 -0.53725490
0.00000000 0.12941176 -0.34117647 0.05882353
1.00000000 -0.06666667 0.83529412 0.60784314
2.00000000 0.56862745 0.29411765 -0.63137255
3.00000000 -0.99215686 -1.00000000 0.77254902
4.00000000 -0.94509804 -0.98431373 -0.35686275
0.00000000 0.52156863 -0.01176471 0.10588235
1.00000000 -0.12156863 0.74117647 0.45098039
2.00000000 0.65490196 0.69411765 -0.31764706
3.00000000 -0.99215686 -1.00000000 0.77254902
4.00000000 -0.96078431 -0.99215686 -0.38823529
0.00000000 -0.06666667 -0.20784314 0.26274510
1.00000000 -0.35686275 0.61568627 0.33333333
2.00000000 0.47450980 0.63137255 -0.41960784
3.00000000 -0.99215686 -1.00000000 0.77254902
4.00000000 -0.98431373 -0.97647059 -0.61568627
0.00000000 0.35686275 -0.47450980 0.30980392
1.00000000 -0.45882353 0.79607843 0.60784314
2.00000000 0.52156863 0.56862745 -0.46666667
3.00000000 -0.99215686 -1.00000000 0.77254902
4.00000000 -1.00000000 -0.96862745 -0.81176471
0.00000000 0.40392157 -0.04313725 0.51372549
1.00000000 -0.31764706 0.96078431 0.79607843
2.00000000 0.67058824 0.71764706 -0.31764706
3.00000000 -0.99215686 -1.00000000 0.76470588
4.00000000 -1.00000000 -0.95294118 -0.93725490
0.00000000 0.53725490 0.16862745 0.60000000
1.00000000 -0.11372549 0.93725490 0.72549020
2.00000000 0.51372549 0.67843137 -0.39607843
3.00000000 -0.99215686 -1.00000000 0.76470588
4.00000000 -1.00000000 -0.94509804 -0.92941176
0.00000000 0.39607843 -0.34117647 -0.05098039
1.00000000 -0.43529412 0.55294118 0.26274510
2.00000000 0.16078431 0.38823529 -0.80392157
3.00000000 -1.00000000 -1.00000000 0.74901961
4.00000000 -1.00000000 -0.96078431 -0.81176471
0.00000000 0.28627451 -0.29411765 0.59215686
1.00000000 -0.13725490 0.96078431 0.60784314
2.00000000 0.55294118 0.78823529 -0.59215686
3.00000000 -1.00000000 -1.00000000 0.74901961
